id,created_at,text,retweets,favorites 
1096386142486749184,2019-02-15 12:30:00,"b'Truth is the wonderful revelation of God, of His Fatherly face. It is His boundless love.'",6495,33233
1096034686994993152,2019-02-14 13:13:27,"b'Those who love use their imagination to discover solutions where others see only problems. Those who love help others according to their needs and with creativity, not according to preconceived ideas or common conceptions. https://t.co/kvYb0HUNcE'",5217,21325
1095661364922720257,2019-02-13 12:30:00,b'Detachment from worldly appearances is essential to prepare ourselves for heaven.',5721,29834
1095268777229316096,2019-02-12 10:30:00,"b'Thousands of children, forced to fight in armed conflicts, are robbed of their childhood. Let us stop this abominable crime. #ChildrenNotSoldiers'",5438,25619
1094912209841401857,2019-02-11 10:53:07,"b'A generous attitude towards the sick is salt of the earth and light of the world. May Our Lady of Lourdes help us to practice it, and obtain peace and comfort for all those who suffer.  https://t.co/yImNmXsb0A'",5531,28547
1094574201497944065,2019-02-10 12:30:00,"b'If we practice seeing with the eyes of Jesus, we will always be able to recognize those who need our help.'",10199,49703
1094211813556707329,2019-02-09 12:30:00,b'Love of God and love of neighbour are inseparable. They are two sides of the same coin: lived together they are the true strength of believers!',9924,46361
1093849426076946432,2019-02-08 12:30:00,"b'Life has value when we give it, when we give it in love, in truth; when we give it to others, in everyday life, in the family. #SantaMarta'",6797,29921
1093825730008498176,2019-02-08 10:55:50,b'Human trafficking is a terrible violation of human dignity. Let us open our eyes to this shameful scourge and commit ourselves to fighting it. #TogetherAgainstHumanTrafficking @M_RSection',4235,19200
1093475191584407552,2019-02-07 11:42:56,b'https://t.co/nRM29qeH7P',2893,10134
1093464441797136384,2019-02-07 11:00:13,"b'We all need to be healed, and we can all heal others if we are humble and meek: with a good word, with patience, with a glance. #SantaMarta'",7683,34456
1093109157891317761,2019-02-06 11:28:26,"b'This Visit to the United Arab Emirates belongs to the ""surprises"" of God. So let us praise Him and His providence, and pray that the seeds sown may bring forth fruits of peace. #ApostolicJourney #UAE'",4367,24348
1092784913151979520,2019-02-05 14:00:00,"b'The Beatitudes are a roadmap for our life: they invite us to keep our hearts pure, to practice meekness and justice, to be merciful to all, to live affliction in union with God. #UAE #ApostolicJourney'",4047,18371
1092762262752952320,2019-02-05 12:30:00,"b'Saint Francis reminds us that Christians set out armed only with their humble faith and concrete love. If we live in the world according to the ways of God, we will become channels of His presence. #UAE #ApostolicJourney'",4320,22857
1092490472872914945,2019-02-04 18:30:00,b'Prayer purifies the heart from turning in on itself. Prayer of the heart restores fraternity. #UAE #ApostolicJourney',3489,17444
1092475559014207488,2019-02-04 17:30:45,"b'The Document on Human Fraternity, which I signed today in Abu Dhabi with my brother the Grand Imam of Al-Azhar, invites all persons who have faith in God and faith in human fraternity to unite and work together. https://t.co/74Ig3XOPzw'",5344,24483
1092458545075945473,2019-02-04 16:23:08,"b'God is with those who seek peace. From heaven He blesses every step which, on this path, is accomplished on earth. #UAE #ApostolicJourney'",3790,18252
1092022386109476864,2019-02-03 11:30:00,"b'I am about to leave for the United Arab Emirates. I am visiting that Country as a brother, in order to write a page of dialogue together, and to travel paths of peace together. Pray for me!'",9353,66338
1091712849825751041,2019-02-02 15:00:01,"b'Consecrated life is a living encounter with the Lord in his people. It is a call to the faithful obedience of daily life, and to the unexpected surprises from the Spirit. It is a vision of what we need to embrace in order to experience joy: Jesus.'",4400,22205
1091285484972752896,2019-02-01 10:41:49,"b'May the Lord give us the grace of memory and of hope, in order to go forward with perseverance on the journey of our life. #SantaMarta'",6673,33496
1090915567236718592,2019-01-31 10:11:54,b'Don Bosco had the courage to look at reality with human eyes and with the eyes of God. May every priest imitate him by seeing reality with human eyes and with the eyes of God. #SantaMarta',4369,22069
1090587934942683137,2019-01-30 12:30:00,"b'The secret to navigating life well is to invite Jesus on board. The helm of life should be given to Him, so that He can direct the route.'",7329,35005
1090225547324444674,2019-01-29 12:30:00,"b'Meekness and tenderness: these human virtues seem small, but they can overcome the most difficult conflicts.'",6788,30624
1089681964678828032,2019-01-28 00:30:00,"b'I thank God for having given us the opportunity to share these days together and to experience once more this World Youth Day. My thanks go to all those who have supported us with their prayers, and who have helped by their efforts and hard work! #Panama2019'",3066,19775
1089651766109458432,2019-01-27 22:30:00,"b'Go forth and bear witness to what you have seen and heard, not with lots of words but with simple, daily actions. I don\xe2\x80\x99t know if I\xe2\x80\x99ll be present at the next WYD, but Peter will certainly be there, and he will confirm you in the faith. #Panama2019'",3249,17779
1089592148931039232,2019-01-27 18:33:06,"b'Let us pray for the victims of the terrorist attack on the Cathedral of Jolo, in the Philippines. May the Lord, Prince of Peace, convert the hearts of the violent, and grant the inhabitants of that region a peaceful coexistence.'",14356,48894
1089591531852517377,2019-01-27 18:30:39,"b'Here in Panama, I have thought a lot about the Venezuelan people, to whom I feel particularly united in these days. In the face of the serious ongoing situation, I ask you to pray that a just and peaceful solution may be reached.'",1870,11678
1089535997677842432,2019-01-27 14:49:59,"b'To you, dear young people, a big \xe2\x80\x9cthank you\xe2\x80\x9d for #Panama2019. Keep walking. Keep living the faith and sharing it. See you in Lisbon in 2022!'",2687,15606
1089496996011012097,2019-01-27 12:15:00,b'Let us not forget the victims of the Holocaust. Their unspeakable suffering continues to cry out to humanity: We are all brothers and sisters! #RemembranceDay',6539,32141
1089478121932242944,2019-01-27 11:00:00,b'Only what is loved can be saved. Only what is embraced can be transformed. #Panama2019',3683,16910
1089327127277621248,2019-01-27 01:00:00,"b'With her \xe2\x80\x9cyes\xe2\x80\x9d, Mary became the most influential woman in history. Without social networks, she became the first \xe2\x80\x9cinfluencer\xe2\x80\x9d: the \xe2\x80\x9cinfluencer\xe2\x80\x9d of God. #Panama2019'",11341,56157
1089198781747290112,2019-01-26 16:30:00,b'Let us not quench our thirst with just any water but with the \xe2\x80\x9cspring of water welling up to eternal life\xe2\x80\x9d. #Panama2019',3502,18228
1088843950083981313,2019-01-25 17:00:02,"b'Friends, Jesus teaches us to believe. Seek out and listen to the voices that encourage you to look ahead, not those that pull you down. #Panama2019'",6209,28135
1088549503005847552,2019-01-24 21:30:00,b'In this WYD #Panama2019 I invite you to pray all together the Holy Rosary for Peace through @clicktoprayapp.',1735,9283
1088504204526788608,2019-01-24 18:30:00,b'What prompts us to encounter each other in this WYD? The certainty of knowing that we have been loved with a profound love that we neither can nor want to keep quiet about a love that challenges us to respond in the same way: with love. #Panama2019',2800,15070
1088394732634587137,2019-01-24 11:15:00,"b'This is the network we want, a network created not to entrap, but to liberate, to protect a communion of people who are free. https://t.co/qZ9XI2rDPe'",2409,12267
1087983274465599488,2019-01-23 08:00:01,b'I am leaving for the World Youth Day in Panama. I ask you to pray for this very beautiful and important event on the path of the Church.',5222,38126
1087688834710593536,2019-01-22 12:30:01,"b'Saying \xe2\x80\x9cyes\xe2\x80\x9d to God\xe2\x80\x99s love is the first step to being happy, and to making many other people happy.'",12087,53195
1087318632831569921,2019-01-21 11:58:58,"b'The Christian way is that of the Beatitudes: meekness, humility, patience in suffering, love for justice, ability to endure persecution, not judging others... #SantaMarta'",6300,29553
1086964056441978880,2019-01-20 12:30:00,"b'What will remain on the threshold of eternity is not how much we earned, but how much we gave away.'",8673,37978
1086601669306081280,2019-01-19 12:30:00,b'Prayer from a humble heart is heard by God.',13177,55639
1086314786961289216,2019-01-18 17:30:02,b'Today marks the beginning of the Week of Prayer for Christian Unity: all of us are asked to implore from God this great gift.',5193,26822
1085860604664037376,2019-01-17 11:25:17,b'Let us be careful not to have a perverse heart that leads to cowardice; an obstinate heart that leads to being shut off; a heart that is slave to the seduction that leads to a Christian life of compromise. #SantaMarta',5082,24800
1085514508636905472,2019-01-16 12:30:01,"b'The Spirit of God speaks freely to each person through feelings and thoughts. The Spirit cannot be confined with simple reasoning, but must be welcomed with the heart!'",7024,33811
1085152117315301377,2019-01-15 12:30:00,b'Don\xe2\x80\x99t let the sufferings you see frighten you. Place them before the Crucifix and the Eucharist from which we draw patient and compassionate love.',7320,33522
1084789730124931072,2019-01-14 12:30:00,"b'Let us look at our hands, often so empty of love, and today let us try to think of some gift we can offer freely.'",8302,37817
1084427341655347200,2019-01-13 12:30:00,"b'Baptism is the best gift we have received. Through it, we belong to God and we possess the joy of salvation.'",8147,44120
1084064953349206016,2019-01-12 12:30:00,"b'Smallness is freedom. One who is small, in the Gospel sense, is unencumbered and free from any urge to show off, and from any claim to success.'",6261,30591
1083702564615421954,2019-01-11 12:30:00,"b'The first step in prayer is to be humble, go to the Father and say: \xe2\x80\x9cLook at me, I am a sinner.\xe2\x80\x9d And the Lord listens.'",10698,49567
1083315826390913024,2019-01-10 10:53:14,b'The spirit of the world is conquered with the spirit of faith: believing that God is really in the brother and sister who are close to me. #SantaMarta',5184,27270
1082977789689573376,2019-01-09 12:30:00,b'Do not be afraid to weep when you encounter difficult situations: tears are drops that irrigate life. Tears of compassion purify hearts and feelings.',16501,58747
1082652860016398343,2019-01-08 14:58:51,b'https://t.co/P8SNqoRiCW',2090,8935
1082588393576546307,2019-01-08 10:42:41,b'Love does not tolerate indifference; love is compassionate. Love means putting your heart on the line for others. #SantaMarta',10279,39816
1082253013358653441,2019-01-07 12:30:00,b'God became man in Jesus in order to share our lives. Let us keep this relationship alive with Him and with one another. Happy Christmas to our Christian brothers and sisters from the East.',6227,36605
1081890626558296064,2019-01-06 12:30:00,"b'The Magi offered their precious gifts to the Christ Child. Today, let us ask God: Lord, help me rediscover the joy of giving.'",7704,40655
1081528238088826880,2019-01-05 12:30:00,"b'The Church grows in silence, in prayer, and with the good works that give witness.'",6175,33474
1081165850642653189,2019-01-04 12:30:00,"b'Jesus is the gift of God for us. If we welcome Him, we too can be a gift of God to others.'",10510,48784
1080803466790891520,2019-01-03 12:30:01,"b'If we live as Jesus taught us, and in harmony with what we proclaim, our witness will bear fruit.'",7416,38499
1080441074294808576,2019-01-02 12:30:00,"b'To make peace is to imitate God, who wants to make peace with us: He sent us his Son, and He has forgiven us.'",8410,42360
1080067886167875584,2019-01-01 11:47:05,"b'Today more than ever, our societies need \xe2\x80\x9cartisans of peace\xe2\x80\x9d, messengers and witnesses of God the Father, who wills the good and the happiness of the human family.\nhttps://t.co/9MM3oLU4gf'",4399,21394
1080018288372002816,2019-01-01 08:30:00,"b'May Mary, Mother of God, protect and accompany us during this new year and bring the peace of her Son into our hearts and the world.'",17024,77134
1079761598053474304,2018-12-31 15:30:00,"b'Let us give thanks to God for the year drawing to an end, recognizing that all the good is His gift.'",18811,70772
1079353910761062400,2018-12-30 12:30:00,"b'May Jesus, Mary and Joseph bless and protect all families around the world, so that love, joy and peace may reign within them.'",16089,71569
1078991523398569984,2018-12-29 12:30:00,b'Bring God\xe2\x80\x99s tenderness and mercy to all those who are discarded by society.',9766,43943
1078629136342515712,2018-12-28 12:30:00,"b'Let us welcome God\xe2\x80\x99s love in the Christ Child, and let us commit ourselves to making the world more humane and worthy for the children of today and tomorrow.'",8908,42323
1078266747483049984,2018-12-27 12:30:00,"b'Looking at Jesus we see the face of the God who is Love, and we learn to recognize Him in the faces of our brothers and sisters.'",8190,41252
1077904363748712448,2018-12-26 12:30:01,"b'The Church grows with the blood of the martyrs, men and women who give their lives for Jesus. Today there are many, even if they do not make the headlines.'",6586,36390
1077511772150493186,2018-12-25 10:30:00,"b'Christ is born for us! Come, all of you who are seeking the face of God. Here He is, the Child lying in the manger.'",17676,76981
1077330578310074369,2018-12-24 22:30:00,"b'By contemplating God, who became a child, radiating light from the humility of the crib, we can also become witnesses to humility, tenderness and goodness. #Christmas'",8788,34914
1076817195747880960,2018-12-23 12:30:00,"b'The lights of the Christmas tree remind us that Jesus is the light of the world, the light of our souls that drives away the darkness of hatred and makes room for forgiveness. #Christmas'",13468,47294
1076454807391502336,2018-12-22 12:30:00,b'Let us entrust ourselves to Our Lady so that she may help us prepare our hearts to welcome Baby Jesus at his birth. #Christmas',6625,31583
1076099693518770177,2018-12-21 12:58:54,"b""May the symbols of the nativity scene and the Christmas tree allow a reflection of God's light and tenderness to enter into family life. #Christmas""",7002,30726
1075716612244807681,2018-12-20 11:36:40,b'God enters history and does so in His original style: surprise. The God of surprises always surprises us. #SantaMarta',5544,27826
1075367646479044609,2018-12-19 12:30:00,"b""Advent is a time for us to prepare for the coming of Jesus, Prince of Peace. It's a time to make peace with ourselves and our neighbours. #Advent""",7293,32632
1075013826368684034,2018-12-18 13:04:03,"b""Be like Saint Joseph: a man of dreams, not a dreamer; a man of silence, because he respects God's plan. #SantaMarta""",6834,30434
1074975058081148928,2018-12-18 10:30:00,b'Jesus knows well the pain of not being welcomed. May our hearts not be closed as were the houses in Bethlehem. #Internationalmigrantsday',8353,35241
1074657969038475266,2018-12-17 13:30:00,"b'""O Wisdom from the mouth of the Most High, you fill the whole world. With strength and gentleness you order all things: come to teach us the way of prudence."" #AdventAntiphons'",4537,22523
1074250282396192768,2018-12-16 10:30:00,"b'Joy, prayer and gratitude are three ways that prepare us to experience Christmas in an authentic way. #Advent'",8685,36550
1073918092470829058,2018-12-15 12:30:00,b'Our life spreads light when it is given in service. The secret of joy is living to serve.',9333,38311
1073555706421370881,2018-12-14 12:30:00,"b'This is the first step in order to grow on our journey of faith: listening. Before speaking, listen.'",9651,38834
1073193324742230018,2018-12-13 12:30:02,"b'Even when we pray alone, we pray together with all the people of God.'",9492,46803
1072830940265689088,2018-12-12 12:30:03,"b'Let us beg the Virgin Mary, Our Lady of Guadalupe, to continue accompanying and protecting the peoples of the American continent. #VirgendeGuadalupe'",6363,33513
1072427786504192001,2018-12-11 09:48:03,"b'""Comfort, comfort my people"" (Is 40,1). How does the Lord give comfort? With tenderness. #SantaMarta'",4257,22586
1072106155592245249,2018-12-10 12:30:00,"b'Keep the faith. In this second week of Advent, we ask for the grace to prepare ourselves with faith to celebrate Christmas. #SantaMarta'",4744,24161
1072075955076767750,2018-12-10 10:30:00,"b'Every human person, created in God\xe2\x80\x99s image and likeness, is a value unto themselves and is subject to inalienable rights. #HumanRightsDay'",9517,38140
1071713566166843393,2018-12-09 10:30:00,"b'Advent is a time to recognize the emptiness needs to be filled in our lives, a time to smooth the rough edges of pride, and to make room for Jesus who comes. #Advent'",7606,33071
1071351178393350144,2018-12-08 10:30:00,"b'What is the secret of Mary\xe2\x80\x99s beauty, \xe2\x80\x9ctota pulchra\xe2\x80\x9d? Not appearances, or that which passes, but a heart totally centred on God.'",6235,31853
1071018991156637696,2018-12-07 12:30:00,"b'Loving God means serving our neighbour without reserve, and trying to forgive without limits.'",9777,42549
1070695783341715457,2018-12-06 15:05:41,b'https://t.co/KKGg8LN05T',2174,8301
1070652486485192710,2018-12-06 12:13:39,"b'""Saying or doing?"" Am I a Christian of words or deeds? ""Sand and rock?"" Am I building my life on the rock of God, or on the sand of worldliness? ""High or low?"" Is my life inspired by the Magnificat? #SantaMarta'",4709,22263
1070294213861015555,2018-12-05 12:30:00,b'The beginning of faith is feeling the need for salvation: this is the way that prepares us to meet Jesus.',5949,30098
1069910907822706688,2018-12-04 11:06:53,"b'This Advent, make yourself small, make yourself humble, make yourself a servant of others, and the Lord will give you the ability to understand how to make peace. #SantaMarta'",8875,35878
1069555917228834816,2018-12-03 11:36:16,"b'Advent is a time for renewing the faith, for purifying it, so that it can be more authentic. #SantaMarta'",4902,23822
1069539238767583232,2018-12-03 10:30:00,b'So many persons with disabilities and difficulties reopen their hearts to life when they realize they are loved! And how much love can flow from a heart thanks to the remedy of a smile! #WorldDisabilityDay',5368,22557
1069176851052998656,2018-12-02 10:30:00,b'Let us lift the veil of indifference that weighs on the destiny of those who suffer. Nobody can wash their hands when faced with the tragic reality of modern slavery. #EndSlavery',3935,17470
1069146652915593216,2018-12-02 08:30:00,"b'Advent is the time to welcome the Lord who comes to meet us, the time to look ahead, and to prepare ourselves for Christ\xe2\x80\x99s return. #Advent'",7322,32326
1068844665359687680,2018-12-01 12:30:01,b'There is no such thing as the perfect family. Only by the daily exercise of forgiveness can a family grow.',13575,53228
1068448639419392000,2018-11-30 10:16:21,"b'Let us ask the Lord for the grace to leave everything in order to go forward in proclamation and witness, just as Peter and Andrew did. #SantaMarta'",4481,22978
1068086622145654784,2018-11-29 10:17:49,"b'Faced with the tragedies of life, we are called to look to the horizon, because we have been redeemed and the Lord will come to save us. #SantaMarta'",5047,25996
1067757500856963079,2018-11-28 12:30:00,"b'We cannot truly follow Jesus when we are weighed down by things, because if the heart is crowded with other goods, there will be no room for the Lord, who will become just one thing among others.'",7398,33521
1067370747419664384,2018-11-27 10:53:11,b'This week the Church invites us to ask ourselves: what state do I want the Lord to find me in when He calls? #SantaMarta',4921,26228
1066994783271481344,2018-11-26 09:59:14,"b'Let us ask the Lord for the grace of being generous, so that our hearts may be opened and we may become kinder. #SantaMarta'",7219,32367
1066670336119357440,2018-11-25 12:30:00,"b'While the great ones of the Earth build themselves \xe2\x80\x98thrones\xe2\x80\x99 for their own power, God chooses an uncomfortable throne, the cross, from which to reign by giving his life.'",7863,38056
1066307947670556673,2018-11-24 12:30:00,b'None of us can survive without mercy. We all have need for forgiveness.',13778,58407
1065945559934980096,2018-11-23 12:30:00,"b'Men and women bear God\xe2\x80\x99s image within and are the object of His infinite love, in whatever condition they were called into existence.'",6071,30785
1065583172472184832,2018-11-22 12:30:00,"b'In the eyes of God human life is precious, sacred and inviolable. No one can despise the lives of others or one\xe2\x80\x99s own life.'",7498,34287
1065220783696338945,2018-11-21 12:30:00,"b'May the Virgin Mary help us joyfully follow Jesus on the way of service, the royal road that leads to Heaven.'",5722,32294
1065190584900612096,2018-11-21 10:30:00,"b'Since today is World Fisheries Day, let us pray for all seafarers and advocate for a global commitment to stop human trafficking and forced labor in the fishing industry. #WorldFisheriesDay'",3326,16824
1064858395877040130,2018-11-20 12:30:00,"b'Faithfulness is the characteristic of free, mature and responsible human relationships.'",9056,36470
1064496009814859776,2018-11-19 12:30:00,"b'You cannot love only as long as it is \xe2\x80\x9cadvantageous\xe2\x80\x9d. Love manifests itself when it goes beyond one\xe2\x80\x99s own self-interest, and when it is given without reservation.'",13851,48050
1064050574658662400,2018-11-18 07:00:00,b'Let us ask for the grace to open our eyes and hearts to the poor in order to hear their cry and recognize their needs. #WorldDayofthePoor \nhttps://t.co/k9cpvCu8QR',4783,21509
1063771232129101824,2018-11-17 12:30:00,"b'Nobody can delude themselves by thinking, \xe2\x80\x9cI\xe2\x80\x99m fine because I\xe2\x80\x99m not doing anything wrong\xe2\x80\x9d. To be a follower of Jesus it is not enough not to do wrong, because there is good that we must do!'",9795,42060
1063408845089906689,2018-11-16 12:30:00,"b'Do not follow Jesus only when you feel like it, rather, seek Him every day. Find in Him the God who loves you always, the meaning of your life and the strength to give of yourself.'",12619,52074
1063029624194641920,2018-11-15 11:23:07,"b'""The Kingdom of God is in your midst."" It is not spectacular. It grows in silence, in hiding, through witness, prayer, and the attraction of the Spirit. #SantaMarta'",5517,26089
1062684070893809665,2018-11-14 12:30:00,"b'Jesus is not pleased with a \xe2\x80\x9cpercentage of love\xe2\x80\x9d: we cannot love him at twenty, fifty or sixty percent. It\xe2\x80\x99s all or nothing.'",9732,46226
1062321683179032577,2018-11-13 12:30:00,b'The first step to knowing Jesus Christ is to recognize our own poverty and our need to be saved.',7076,34547
1061936188351750149,2018-11-12 10:58:11,"b'Let us pray today for bishops so that they may always be what Saint Paul calls them to be: humble, gentle, servants. #SantaMarta'",4934,28527
1061566706533916673,2018-11-11 10:30:00,"b'Sunday is a holy day for us, sanctified by the celebration of the Eucharist, which is the living presence of the Lord among us and for us. #sundaymass'",5886,30752
1061204318425174016,2018-11-10 10:30:00,"b'The scientific community today is called to establish a leadership that offers solutions for the sustainable and integral development of all peoples, which is indispensable for building peace. #WorldScienceDay'",5122,23066
1060838681202884608,2018-11-09 10:17:05,b'Where there is sin there is also the merciful Lord God who forgives if you go to Him. #SantaMarta',6578,30976
1060517290695897088,2018-11-08 13:00:00,"b'May the Lord help us understand the logic of the Gospel, that of mercy with bearing witness. #SantaMarta'",5111,26864
1060147353804509184,2018-11-07 12:30:00,b'Praying means knocking at the door of a friend. God is our friend.',12726,53423
1059831731073769479,2018-11-06 15:35:50,b'https://t.co/mV5lLyeMS2',2861,9885
1059766342826504192,2018-11-06 11:16:00,"b'Jesus invites us to celebrate with Him, to be close to Him, to change our lives. #SantaMarta'",4068,21250
1059747218146684929,2018-11-06 10:00:00,"b'Let us commit ourselves with prayer and action to distance our hearts, our words and our deeds from all violence in order to take care of our common home.'",7009,31540
1059454092140077057,2018-11-05 14:35:13,"b""Jesus loved us freely. Christian life is imitating Jesus' free love.  #SantaMarta""",5218,27011
1058992242562498560,2018-11-04 08:00:00,"b'Sunday Mass is at the heart of the Church\xe2\x80\x99s life. There we encounter the Risen Lord, we listen to His Word, we are nourished at His table, and thus we become Church. #sundaymass'",6217,30922
1058697803654987782,2018-11-03 12:30:00,b'God is faithful and our hope in Him is like a fixed anchor in heaven.',8719,40158
1058297669943156737,2018-11-02 10:00:01,"b""Jesus made it so death does not have the last word: those who believe in Him will be transfigured by the Father's merciful love for an eternal and blessed life.""",6552,33954
1057935277438722051,2018-11-01 10:00:00,"b""Today we celebrate the feast of holiness. Let us strengthen the bonds of love and communion with all the Saints who are already in God's presence.""",7770,34627
1057610639328399361,2018-10-31 12:30:00,"b'We need smiling Christians, not because they take things lightly, but because they are filled with the joy of God, because they believe in love and live to serve.'",10723,45112
1057248253110960128,2018-10-30 12:30:00,"b'If you want to listen to the Lord\xe2\x80\x99s voice, set out on the journey, live out your search. The Lord speaks to those who search.'",7920,35603
1056885865996320768,2018-10-29 12:30:01,b'We are called to listen to what the Spirit tells us. The Holy Spirit is always something new.',6320,32258
1056546127309225984,2018-10-28 14:00:01,"b'To all of you who have taken part in this \xe2\x80\x9cjourney together\xe2\x80\x9d, I say \xe2\x80\x9cthank you\xe2\x80\x9d.  May the Lord bless our steps, so that we can listen to young people, be their neighbours, and bear witness before them to Jesus, the joy of our lives. #Synod2018 https://t.co/wRMOaKwkSI'",2551,12910
1056531025755541504,2018-10-28 13:00:00,"b'Faith is life: it is living in the love of God who has changed our lives. Faith has to do with encounter, not theory.  #Synod2018 https://t.co/wRMOaKeK1a'",2863,12346
1056515933127221249,2018-10-28 12:00:02,"b'I would like to say to the young people: forgive us if often we have not listened to you, if, instead of opening our hearts, we have filled your ears. #Synod2018 https://t.co/wRMOaKeK1a'",5079,22253
1056145988170084352,2018-10-27 11:30:00,"b'You will build the future, with your hands, with your heart, with your love, with your passions, with your dreams. Together with others.'",13113,46481
1055767399042072576,2018-10-26 10:25:37,"b'Saint Paul gives us very practical advice about preserving unity: ""Bear with one another in love"". #SantaMarta'",4516,21673
1055447871691067393,2018-10-25 13:15:56,"b'It would be wonderful if, every day, at some moment, we could say: ""Lord, let me know you and let me know myself"". #SantaMarta'",5839,24488
1055421214129377280,2018-10-25 11:30:00,"b'Health is not a consumer good, but a universal right: let us unite our efforts so that health services are available to all. #HealthForAll'",10985,40546
1055058826175623168,2018-10-24 11:30:00,b'This Synod is intended to be a sign of the Church that truly listens and that doesn\xe2\x80\x99t always have a ready-made answer. #Synod2018',2677,14394
1054697973744107520,2018-10-23 11:36:06,"b'Hope is not an idea, it is an encounter; like the woman waiting to meet the child who will be born from her womb. #SantaMarta'",6048,28181
1054334048305213440,2018-10-22 11:30:00,"b'The company of the saints helps us to recognize that God never abandons us, so that we can live and bear witness to hope on this earth.'",5800,30141
1053956560760725504,2018-10-21 10:30:00,b'Join Caritas and walk 1 million kilometres together with migrants &amp; refugees. We are all on the Road to Emmaus being called to see the face of Christ. #sharejourney https://t.co/pJBkxwObDK',1794,8203
1053918813161308160,2018-10-21 08:00:00,"b'The transmission of the faith, heart of the Church\'s mission, comes about by the ""infectiousness"" of love. #Missio https://t.co/XFROixfbOC'",2553,12482
1053609272381042689,2018-10-20 11:30:00,"b'God can act in any circumstance, even in the midst of apparent defeat.'",11094,45686
1053241555811819521,2018-10-19 11:08:49,"b'The leaven of Christians is the Holy Spirit that allows us to grow amidst the difficulties of the journey, but always with hope. #SantaMarta'",4338,21323
1052883622372548608,2018-10-18 11:26:31,b'The road of the disciple is one of poverty. Disciples are poor because their richness is Jesus. #SantaMarta',4645,24010
1052522108948021249,2018-10-17 11:30:00,"b'When we listen to the Word of God, we obtain the courage and perseverance to offer the best of ourselves to others.'",8584,36587
1052163953571352576,2018-10-16 11:46:49,"b""Open your heart and let the Lord's grace enter in. Salvation is a gift, not a way of presenting yourself outwardly. #SantaMarta""",6620,30757
1051817792079613952,2018-10-15 12:51:18,b'https://t.co/gV4DMhl9pC',2872,11909
1051434946391289856,2018-10-14 11:30:00,"b'The world needs saints, and all of us, without exception, are called to holiness. We are not afraid!'",7555,38381
1051072558819434496,2018-10-13 11:30:00,b'Let us defend ourselves from the risk of being actors rather than witnesses. We are called to be living memory of the Lord.',5985,29394
1050685443010949120,2018-10-12 09:51:45,"b'What is worse: the recognizable demon that pushes you to sin so that you feel ashamed, or the well-mannered demon that lives within you and possesses you with the spirit of worldliness? #SantaMarta'",5377,23346
1050324908184621056,2018-10-11 09:59:06,"b'Praying is not like using a magic wand. Prayer requires commitment, constancy and determination. #SantaMarta'",9014,37512
1049985395763568641,2018-10-10 11:30:00,"b'The newness of the Gospel transfigures us inside and out: spirit, soul, body, and everyday life.'",4531,23003
1049599208775458817,2018-10-09 09:55:26,"b'Spend time before the Lord in contemplation, and do everything possible for the Lord at the service of others. Contemplation and service: this is our path of life. #SantaMarta'",5754,27482
1049231181563285504,2018-10-08 09:33:02,"b'Each of us is the wounded man, and the Good Samaritan is Jesus, who approached us and took care of us. #SantaMarta'",5322,26912
1048834425226768385,2018-10-07 07:16:28,b'#OurLadyOfTheRosary\n#PrayForTheChurch https://t.co/2rw3psySOy',3802,17644
1048535844733247488,2018-10-06 11:30:00,"b""We ask the Lord for the gifts of dialogue and patience, of the closeness and welcome that loves, pardons and doesn't condemn.""",7197,34853
1048149056537673728,2018-10-05 09:53:03,b'Let us ask the Holy Spirit to throw open the doors of our hearts so that Jesus can enter and bring us His message of salvation. #SantaMarta',6166,31851
1047773321717317633,2018-10-04 09:00:01,"b'In a decisive moment of his youth, Saint Francis of Assisi read the Gospel. Still today the Gospel lets you know the living Jesus, it speaks to your heart and it changes your life.'",5127,25495
1047448681694343168,2018-10-03 11:30:01,"b'We ask for the grace to listen to one another, in order to discern together what the Lord is asking of His Church. #Synod2018'",4705,25374
1047055330369294337,2018-10-02 09:26:58,"b'The presence of our Guardian Angel in our life is not just to assist us along the journey, but to show us where we need to go. #SantaMarta'",8256,36898
1046738616091901953,2018-10-01 12:28:28,"b'We fly to Thy protection, O Holy Mother of God. Do not despise our petitions in our necessities, but deliver us always from all dangers, O Glorious and Blessed Virgin. #PrayForTheChurch'",4861,21078
1046723905631674373,2018-10-01 11:30:00,b'The holy anxiety for the Gospel is the only anxiety that gives peace.',3747,20294
1046361515979239426,2018-09-30 11:30:00,"b'Sunday is the day to say to God: thank you Lord, for life, for your mercy, and for all your gifts!'",13569,59150
1045999128805761025,2018-09-29 11:30:00,"b'St Michael, help us to fight for our salvation. St Gabriel, bring us the Good News that gives hope. St Raphael, protect us on our journey.'",7520,31169
1045636742622007296,2018-09-28 11:30:01,b'Life becomes more beautiful when we discover that our spirit finds rest in God alone.',9800,40192
1045274351946412033,2018-09-27 11:30:00,b'Jesus gave us a simple programme for journeying towards holiness: the commandment of love for God and our neighbor.',6982,33328
1044987461351428096,2018-09-26 16:30:00,"b'I hope that a new phase may open up in China, that will help to heal the wounds of the past, restore and maintain full communiion with all Chinese Catholics, and take up the proclamation of the Gospel with renewed commitment. https://t.co/fyMTrtkJFi'",2134,11342
1044881766484307969,2018-09-26 09:30:00,"b'Let us pray that programmes for development may predominate in the world, and not those for weapons.'",5166,25451
